index,start_us,duration_us,gap_to_next_kernel_us,layer,role,kind,short_name,grid_x,block_x,graph_node_id
26,1748.197,1.568,37.216,0,dense_down_splitk_reduce,gemm_splitk_reduce,splitKreduce_kernel,64,32,
27,1786.981,2.208,49.76,1,operator_norm,fused_add_rmsnorm,FusedAddRMSNormKernel,1,32,
28,1838.949,9.088,12.417,1,conv_in_proj,gemm,nvjet_tst_64x8_64x16_4x1_v_bz_TNT,4,384,
29,1860.454,0.96,17.184,1,conv_b_gate_mul,mul,vectorized_elementwise_kernel,2,128,
30,1878.598,0.992,16.992,1,conv_cache_indices_cast,copy_int,unrolled_elementwise_kernel,1,128,
31,1896.582,2.336,15.136,1,conv_kernel,conv_update,causal_conv1d_update_kernel,1,64,
32,1914.054,1.12,31.776,1,conv_c_gate_mul,mul,vectorized_elementwise_kernel,2,128,
33,1946.95,5.568,20.704,1,conv_out_proj,gemm,nvjet_tst_64x8_64x16_4x1_v_bz_TNT,4,384,
34,1973.222,2.208,31.36,1,ffn_norm,fused_add_rmsnorm,FusedAddRMSNormKernel,1,32,
35,2006.79,16.384,11.84,1,dense_gate_up,gemm,nvjet_tst_64x8_64x16_2x1_v_bz_TNT,2,384,
36,2035.014,1.696,28.384,1,dense_activation,act_and_mul,act_and_mul_kernel,1,896,
37,2065.094,10.688,1.024,1,dense_down,gemm,nvjet_tst_64x8_64x16_4x1_v_bz_splitK_TNT,4,384,
38,2076.806,1.568,24.16,1,dense_down_splitk_reduce,gemm_splitk_reduce,splitKreduce_kernel,64,32,
39,2102.534,2.24,34.848,2,operator_norm,fused_add_rmsnorm,FusedAddRMSNormKernel,1,32,
40,2139.622,5.856,55.104,2,attn_qkv_proj,gemm,nvjet_tst_64x8_64x16_4x1_v_bz_TNT,4,384,
41,2200.582,1.728,22.593,2,attn_q_norm,rmsnorm,RMSNormKernel,32,32,
42,2224.903,1.6,92.064,2,attn_k_norm,rmsnorm,RMSNormKernel,8,32,
43,2318.567,1.568,82.24,2,attn_rope,rope,BatchQKApplyRotaryPosIdsCosSinCacheHeadParallelismKernel,1,8,
44,2402.375,0.96,89.44,2,attn_store_kv,store_kv,store_kvcache,1,128,
45,2492.775,2.752,18.592,2,attn_prepare,attention_prepare,prepare_varlen_num_blocks_kernel,1,32,
46,2514.119,7.616,57.569,2,attn_kernel,attention,device_kernel,132,512,
47,2579.304,5.6,24.448,2,attn_out_proj,gemm,nvjet_tst_64x8_64x16_4x1_v_bz_TNT,4,384,
48,2609.352,2.048,38.144,2,ffn_norm,fused_add_rmsnorm,FusedAddRMSNormKernel,1,32,
49,2649.544,5.088,55.136,2,moe_router,gemm,nvjet_tst_64x8_64x16_1x1_v_bz_TNT,1,384,
50,2709.768,1.984,204.544,2,moe_topk,topk_sigmoid,topkGatingSigmoid,1,32,
51,2916.296,4.224,139.713,2,moe_align,moe_align,moe_align_block_size_small_batch_expert_kernel,1,289,
52,3060.233,20.256,6.208,2,moe_up,fused_moe,fused_moe_kernel,448,128,
53,3086.697,1.376,66.976,2,moe_activation,act_and_mul,act_and_mul_kernel,4,224,
54,3155.049,14.656,152.097,2,moe_down,fused_moe,fused_moe_kernel,256,128,
55,3321.802,0.992,124.96,2,moe_sum,moe_sum,triton_poi_fused_copy__mul_sum_0,16,128,
56,3447.754,2.528,75.904,3,operator_norm,fused_add_rmsnorm,FusedAddRMSNormKernel,1,32,
57,3526.186,8.96,22.496,3,conv_in_proj,gemm,nvjet_tst_64x8_64x16_4x1_v_bz_TNT,4,384,
58,3557.642,0.992,26.944,3,conv_b_gate_mul,mul,vectorized_elementwise_kernel,2,128,
59,3585.578,1.152,21.216,3,conv_cache_indices_cast,copy_int,unrolled_elementwise_kernel,1,128,
60,3607.946,2.88,17.376,3,conv_kernel,conv_update,causal_conv1d_update_kernel,1,64,
61,3628.202,1.088,35.937,3,conv_c_gate_mul,mul,vectorized_elementwise_kernel,2,128,
62,3665.227,5.6,21.856,3,conv_out_proj,gemm,nvjet_tst_64x8_64x16_4x1_v_bz_TNT,4,384,
63,3692.683,1.92,32.608,3,ffn_norm,fused_add_rmsnorm,FusedAddRMSNormKernel,1,32,
64,3727.211,4.8,38.4,3,moe_router,gemm,nvjet_tst_64x8_64x16_1x1_v_bz_TNT,1,384,
65,3770.411,1.984,145.344,3,moe_topk,topk_sigmoid,topkGatingSigmoid,1,32,
66,3917.739,4.384,79.584,3,moe_align,moe_align,moe_align_block_size_small_batch_expert_kernel,1,289,
67,4001.707,19.841,5.28,3,moe_up,fused_moe,fused_moe_kernel,448,128,
68,4026.828,1.408,59.04,3,moe_activation,act_and_mul,act_and_mul_kernel,4,224,
69,4087.276,14.752,181.088,3,moe_down,fused_moe,fused_moe_kernel,256,128,
70,4283.116,1.024,126.817,3,moe_sum,moe_sum,triton_poi_fused_copy__mul_sum_0,16,128,
71,4410.957,2.08,80.768,4,operator_norm,fused_add_rmsnorm,FusedAddRMSNormKernel,1,32,
72,4493.805,8.832,24.16,4,conv_in_proj,gemm,nvjet_tst_64x8_64x16_4x1_v_bz_TNT,4,384,
73,4526.797,0.992,26.112,4,conv_b_gate_mul,mul,vectorized_elementwise_kernel,2,128,
74,4553.901,1.024,21.568,4,conv_cache_indices_cast,copy_int,unrolled_elementwise_kernel,1,128,
75,4576.493,2.592,17.408,4,conv_kernel,conv_update,causal_conv1d_update_kernel,1,64,
76,4596.493,0.992,41.92,4,conv_c_gate_mul,mul,vectorized_elementwise_kernel,2,128,
77,4639.405,5.44,22.4,4,conv_out_proj,gemm,nvjet_tst_64x8_64x16_4x1_v_bz_TNT,4,384,
78,4667.245,1.92,33.184,4,ffn_norm,fused_add_rmsnorm,FusedAddRMSNormKernel,1,32,
79,4702.349,5.024,37.697,4,moe_router,gemm,nvjet_tst_64x8_64x16_1x1_v_bz_TNT,1,384,
