model,regime,configuration,repeat,idx,ttft_ms,e2e_ms,output_tokens
lfm25,C128_O256,baseline,3,79,1357.025,2645.333,256
lfm25,C128_O256,baseline,3,104,2700.484,3925.972,256
lfm25,C128_O256,baseline,3,119,2673.676,3899.602,256
lfm25,C128_O256,baseline,3,63,2751.215,3977.915,256
lfm25,C128_O256,baseline,3,16,2813.522,4038.306,256
lfm25,C128_O256,baseline,3,105,2702.019,3926.759,256
lfm25,C128_O256,baseline,3,74,2739.19,3966.959,256
lfm25,C128_O256,baseline,3,93,2716.759,3943.463,256
lfm25,C128_O256,baseline,3,112,2686.749,3913.758,256
lfm25,C128_O256,baseline,3,86,2724.545,3953.119,256
lfm25,C128_O256,baseline,3,52,2765.78,3993.792,256
lfm25,C128_O256,baseline,3,23,2804.497,4031.665,256
lfm25,C128_O256,baseline,3,101,2706.828,3934.799,256
lfm25,C128_O256,baseline,3,25,2803.283,4029.638,256
lfm25,C128_O256,baseline,3,100,2710.069,3936.209,256
lfm25,C128_O256,baseline,3,77,2735.688,3964.828,256
lfm25,C128_O256,baseline,3,126,2661.29,3889.027,256
lfm25,C128_O256,baseline,3,59,2761.361,3986.532,256
lfm25,C128_O256,baseline,3,94,2717.698,3944.658,256
lfm25,C128_O256,baseline,3,125,2660.29,3890.719,256
lfm25,C128_O256,baseline,3,115,2680.293,3909.136,256
lfm25,C128_O256,baseline,3,87,2725.193,3954.062,256
lfm25,C128_O256,baseline,3,51,2768.95,3997.242,256
lfm25,C128_O256,baseline,3,110,2690.389,3920.385,256
lfm25,C128_O256,baseline,3,72,2743.761,3971.519,256
lfm25,C128_O256,baseline,3,47,2773.618,4001.771,256
lfm25,C128_O256,baseline,3,120,2671.588,3902.548,256
lfm25,C128_O256,baseline,3,35,2790.485,4019.421,256
lfm25,C128_O256,baseline,3,26,2799.516,4030.459,256
lfm25,C128_O256,baseline,3,88,2723.301,3953.339,256
lfm25,C128_O256,baseline,3,40,2783.527,4013.295,256
lfm25,C128_O256,baseline,3,83,2728.47,3960.373,256
lfm25,C128_O256,baseline,3,116,2677.738,3909.645,256
lfm25,C128_O256,baseline,3,19,4124.569,5328.184,256
lfm25,C128_O256,baseline,3,102,4020.823,5225.301,256
lfm25,C128_O256,baseline,3,69,4059.76,5265.702,256
lfm25,C128_O256,baseline,3,121,3987.131,5190.541,256
lfm25,C128_O256,baseline,3,109,4009.429,5213.591,256
lfm25,C128_O256,baseline,3,67,4062.473,5269.719,256
lfm25,C128_O256,baseline,3,98,4024.697,5232.282,256
lfm25,C128_O256,baseline,3,32,4109.103,5314.466,256
lfm25,C128_O256,baseline,3,75,4053.573,5261.578,256
lfm25,C128_O256,baseline,3,73,4057.549,5264.074,256
lfm25,C128_O256,baseline,3,22,4121.042,5329.303,256
lfm25,C128_O256,baseline,3,44,4091.388,5299.155,256
lfm25,C128_O256,baseline,3,24,4116.778,5326.168,256
lfm25,C128_O256,baseline,3,17,4126.252,5335.163,256
lfm25,C128_O256,baseline,3,62,4068.111,5277.886,256
lfm25,C128_O256,baseline,3,90,4035.881,5244.796,256
lfm25,C128_O256,baseline,3,113,3999.289,5209.069,256
lfm25,C128_O256,baseline,3,58,4075.949,5283.468,256
lfm25,C128_O256,baseline,3,68,4062.734,5271.824,256
lfm25,C128_O256,baseline,3,127,3974.148,5183.825,256
lfm25,C128_O256,baseline,3,99,4025.721,5234.358,256
lfm25,C128_O256,baseline,3,97,4029.67,5237.226,256
lfm25,C128_O256,baseline,3,107,4012.944,5222.209,256
lfm25,C128_O256,baseline,3,82,4045.491,5256.207,256
lfm25,C128_O256,baseline,3,30,4108.728,5320.791,256
lfm25,C128_O256,baseline,3,39,4099.092,5310.185,256
lfm25,C128_O256,baseline,3,117,3994.541,5204.453,256
lfm25,C128_O256,baseline,3,96,4029.032,5239.443,256
lfm25,C128_O256,baseline,3,123,3983.027,5191.691,256
lfm25,C128_O256,baseline,3,46,4090.559,5300.799,256
lfm25,C128_O256,baseline,3,78,4050.31,5262.116,256
lfm25,C128_O256,baseline,3,29,4113.079,5323.329,256
lfm25,C64_O512,baseline,3,37,107.731,2532.498,512
lfm25,C64_O512,baseline,3,14,126.848,2564.669,512
lfm25,C64_O512,baseline,3,2,140.183,2579.044,512
lfm25,C64_O512,baseline,3,13,128.109,2567.994,512
lfm25,C64_O512,baseline,3,27,119.453,2549.006,512
lfm25,C64_O512,baseline,3,23,125.206,2554.867,512
lfm25,C64_O512,baseline,3,28,120.271,2548.742,512
lfm25,C64_O512,baseline,3,8,133.672,2573.723,512
lfm25,C64_O512,baseline,3,12,128.944,2569.88,512
lfm25,C64_O512,baseline,3,16,134.376,2565.271,512
lfm25,C64_O512,baseline,3,20,129.076,2560.9,512
lfm25,C64_O512,baseline,3,11,131.623,2572.583,512
lfm25,C64_O512,baseline,3,41,100.154,2532.317,512
lfm25,C64_O512,baseline,3,0,119.457,2584.408,512
lfm25,C64_O512,baseline,3,4,137.599,2579.997,512
lfm25,C64_O512,baseline,3,6,135.463,2578.548,512
lfm25,C64_O512,baseline,3,43,97.194,2531.06,512
lfm25,C64_O512,baseline,3,31,114.249,2547.895,512
lfm25,C64_O512,baseline,3,18,132.946,2565.796,512
lfm25,C64_O512,baseline,3,5,137.757,2580.557,512
lfm25,C64_O512,baseline,3,21,127.561,2561.67,512
lfm25,C64_O512,baseline,3,9,132.388,2576.764,512
lfm25,C64_O512,baseline,3,42,99.071,2533.421,512
lfm25,C64_O512,baseline,3,25,123.653,2557.232,512
lfm25,C64_O512,baseline,3,10,130.678,2576.877,512
lfm25,C64_O512,baseline,3,7,134.212,2580.471,512
lfm25,C64_O512,baseline,3,3,139.462,2585.073,512
lfm25,C64_O512,baseline,3,36,108.707,2544.637,512
lfm25,C64_O512,baseline,3,34,112.77,2547.537,512
lfm25,C64_O512,baseline,3,38,107.14,2542.258,512
lfm25,C64_O512,baseline,3,1,141.867,2587.957,512
lfm25,C64_O512,baseline,3,33,112.052,2549.452,512
lfm25,C64_O512,baseline,3,61,2534.159,5029.977,512
lfm25,C64_O512,baseline,3,53,2543.575,5041.699,512
lfm25,C64_O512,baseline,3,55,2541.623,5039.978,512
lfm25,C64_O512,baseline,3,17,2653.47,5153.348,512
lfm25,C64_O512,baseline,3,49,2547.446,5048.631,512
lfm25,C64_O512,baseline,3,62,2533.112,5033.021,512
lfm25,C64_O512,baseline,3,48,2548.973,5050.02,512
lfm25,C64_O512,baseline,3,45,2614.992,5117.725,512
lfm25,C64_O512,baseline,3,51,2547.486,5047.334,512
lfm25,C64_O512,baseline,3,40,2626.856,5125.481,512
lfm25,C64_O512,baseline,3,35,2631.547,5132.223,512
lfm25,C64_O512,baseline,3,57,2539.361,5042.059,512
lfm25,C64_O512,baseline,3,60,2533.099,5038.11,512
lfm25,C64_O512,baseline,3,24,2644.304,5148.031,512
lfm25,C64_O512,baseline,3,29,2638.047,5142.439,512
lfm25,C64_O512,baseline,3,19,2650.628,5156.345,512
lfm25,C64_O512,baseline,3,58,2537.478,5042.386,512
lfm25,C64_O512,baseline,3,56,2540.518,5045.278,512
lfm25,C64_O512,baseline,3,44,2619.932,5123.315,512
lfm25,C64_O512,baseline,3,30,2640.209,5143.419,512
lfm25,C64_O512,baseline,3,46,2551.682,5057.886,512
lfm25,C64_O512,baseline,3,54,2542.796,5049.513,512
lfm25,C64_O512,baseline,3,39,2627.474,5131.923,512
lfm25,C64_O512,baseline,3,26,2642.786,5148.449,512
lfm25,C64_O512,baseline,3,22,2646.219,5154.52,512
lfm25,C64_O512,baseline,3,32,2634.837,5141.735,512
lfm25,C64_O512,baseline,3,50,2548.534,5054.596,512
lfm25,C64_O512,baseline,3,63,2531.184,5037.643,512
lfm25,C64_O512,baseline,3,47,2549.6,5057.902,512
lfm25,C64_O512,baseline,3,52,2544.503,5052.697,512
lfm25,C64_O512,baseline,3,59,2535.69,5044.771,512
lfm25,C64_O512,baseline,3,15,2659.037,5164.945,512
lfm25,C64_O512,baseline,4,15,107.651,2581.1,512
lfm25,C64_O512,baseline,4,4,123.123,2596.036,512
lfm25,C64_O512,baseline,4,16,107.809,2580.755,512
lfm25,C64_O512,baseline,4,50,71.801,2538.574,512
lfm25,C64_O512,baseline,4,1,126.491,2601.096,512
lfm25,C64_O512,baseline,4,12,112.51,2588.3,512
lfm25,C64_O512,baseline,4,20,111.816,2578.619,512
lfm25,C64_O512,baseline,4,0,78.629,2603.598,512
lfm25,C64_O512,baseline,4,31,97.369,2565.118,512
lfm25,C64_O512,baseline,4,37,89.632,2557.98,512
lfm25,C64_O512,baseline,4,9,117.233,2593.9,512
lfm25,C64_O512,baseline,4,38,87.693,2556.894,512
lfm25,C64_O512,baseline,4,10,115.456,2592.923,512
lfm25,C64_O512,baseline,4,13,111.964,2589.351,512
lfm25,C64_O512,baseline,4,7,119.428,2597.502,512
lfm25,C64_O512,baseline,4,6,120.724,2598.649,512
lfm25,C64_O512,baseline,4,36,90.683,2560.374,512
lfm25,C64_O512,baseline,4,48,74.726,2544.184,512
lfm25,C64_O512,baseline,4,27,102.611,2572.703,512
lfm25,C64_O512,baseline,4,14,110.674,2589.539,512
lfm25,C64_O512,baseline,4,28,101.926,2572.702,512
lfm25,C64_O512,baseline,4,21,110.646,2581.137,512
lfm25,C64_O512,baseline,4,11,114.187,2594.518,512
lfm25,C64_O512,baseline,4,2,124.02,2604.735,512
lfm25,C64_O512,baseline,4,3,123.204,2604.332,512
lfm25,C64_O512,baseline,4,8,117.264,2598.357,512
lfm25,C64_O512,baseline,4,45,77.936,2550.368,512
lfm25,C64_O512,baseline,4,42,81.673,2553.883,512
lfm25,C64_O512,baseline,4,5,121.45,2602.507,512
lfm25,C64_O512,baseline,4,43,80.301,2553.193,512
lfm25,C64_O512,baseline,4,18,114.682,2587.688,512
lfm25,C64_O512,baseline,4,33,94.685,2567.479,512
lfm25,C64_O512,baseline,4,34,2646.684,5117.015,512
lfm25,C64_O512,baseline,4,54,2624.108,5091.463,512
lfm25,C64_O512,baseline,4,58,2618.969,5086.558,512
lfm25,C64_O512,baseline,4,62,2610.699,5082.104,512
lfm25,C64_O512,baseline,4,46,2636.247,5103.886,512
lfm25,C64_O512,baseline,4,47,2630.496,5103.136,512
lfm25,C64_O512,baseline,4,59,2615.547,5089.511,512
lfm25,C64_O512,baseline,4,30,2654.516,5128.38,512
lfm25,C64_O512,baseline,4,63,2612.595,5085.009,512
lfm25,C64_O512,baseline,4,61,2613.784,5087.548,512
lfm25,C64_O512,baseline,4,60,2614.057,5088.689,512
lfm25,C64_O512,baseline,4,23,2661.117,5137.277,512
lfm25,C64_O512,baseline,4,25,2659.191,5135.268,512
lfm25,C64_O512,baseline,4,22,2663.133,5139.324,512
lfm25,C64_O512,baseline,4,26,2660.172,5134.349,512
lfm25,C64_O512,baseline,4,56,2620.397,5095.311,512
lfm25,C64_O512,baseline,4,19,2672.055,5144.164,512
lfm25,C64_O512,baseline,4,35,2648.343,5123.308,512
lfm25,C64_O512,baseline,4,53,2622.781,5099.887,512
lfm25,C64_O512,baseline,4,40,2639.989,5117.364,512
lfm25,C64_O512,baseline,4,17,2669.057,5147.233,512
lfm25,C64_O512,baseline,4,55,2624.492,5098.15,512
lfm25,C64_O512,baseline,4,44,2637.375,5111.976,512
lfm25,C64_O512,baseline,4,57,2618.873,5096.356,512
lfm25,C64_O512,baseline,4,41,2638.917,5117.538,512
lfm25,C64_O512,baseline,4,24,2661.145,5139.523,512
lfm25,C64_O512,baseline,4,39,2642.502,5120.548,512
lfm25,C64_O512,baseline,4,51,2628.261,5104.216,512
lfm25,C64_O512,baseline,4,52,2626.278,5103.398,512
lfm25,C64_O512,baseline,4,29,2655.522,5134.142,512
lfm25,C64_O512,baseline,4,49,2630.111,5107.759,512
lfm25,C64_O512,baseline,4,32,2651.407,5130.114,512
lfm25,C128_O256,baseline,4,21,122.753,1315.376,256
lfm25,C128_O256,baseline,4,11,119.632,1330.057,256
lfm25,C128_O256,baseline,4,33,108.681,1304.161,256
lfm25,C128_O256,baseline,4,9,120.487,1333.907,256
lfm25,C128_O256,baseline,4,1,135.509,1343.984,256
lfm25,C128_O256,baseline,4,42,94.178,1290.527,256
lfm25,C128_O256,baseline,4,8,123.718,1336.3,256
lfm25,C128_O256,baseline,4,6,124.245,1338.675,256
lfm25,C128_O256,baseline,4,37,103.943,1300.443,256
lfm25,C128_O256,baseline,4,45,90.381,1287.525,256
lfm25,C128_O256,baseline,4,43,92.668,1289.959,256
lfm25,C128_O256,baseline,4,13,119.404,1330.916,256
lfm25,C128_O256,baseline,4,15,112.39,1328.682,256
lfm25,C128_O256,baseline,4,18,127.097,1324.819,256
lfm25,C128_O256,baseline,4,14,118.133,1330.417,256
lfm25,C128_O256,baseline,4,27,118.581,1314.221,256
lfm25,C128_O256,baseline,4,0,74.958,1347.323,256
lfm25,C128_O256,baseline,4,48,89.479,1285.687,256
lfm25,C128_O256,baseline,4,7,125.99,1340.498,256
lfm25,C128_O256,baseline,4,3,131.935,1344.874,256
lfm25,C128_O256,baseline,4,41,99.01,1296.835,256
lfm25,C128_O256,baseline,4,36,104.941,1303.748,256
lfm25,C128_O256,baseline,4,4,128.031,1344.099,256
lfm25,C128_O256,baseline,4,28,114.925,1314.248,256
lfm25,C128_O256,baseline,4,12,118.136,1334.618,256
lfm25,C128_O256,baseline,4,38,108.08,1302.32,256
lfm25,C128_O256,baseline,4,34,107.497,1308.151,256
lfm25,C128_O256,baseline,4,10,118.776,1337.461,256
lfm25,C128_O256,baseline,4,31,114.826,1311.502,256
lfm25,C128_O256,baseline,4,20,123.935,1324.789,256
lfm25,C128_O256,baseline,4,2,130.322,1347.475,256
lfm25,C128_O256,baseline,4,5,124.902,1344.267,256
lfm25,C128_O256,baseline,4,89,1328.441,2611.043,256
lfm25,C128_O256,baseline,4,61,1363.094,2646.653,256
lfm25,C128_O256,baseline,4,76,1342.492,2629.253,256
lfm25,C128_O256,baseline,4,85,1331.434,2618.277,256
lfm25,C128_O256,baseline,4,71,1351.94,2636.179,256
lfm25,C128_O256,baseline,4,91,1323.4,2610.607,256
lfm25,C128_O256,baseline,4,114,1294.501,2580.226,256
lfm25,C128_O256,baseline,4,111,1296.813,2584.388,256
lfm25,C128_O256,baseline,4,56,1365.996,2654.528,256
lfm25,C128_O256,baseline,4,92,1322.428,2609.862,256
lfm25,C128_O256,baseline,4,53,1370.425,2658.218,256
lfm25,C128_O256,baseline,4,64,1358.262,2646.469,256
lfm25,C128_O256,baseline,4,66,1354.568,2643.876,256
lfm25,C128_O256,baseline,4,95,1319.805,2608.034,256
lfm25,C128_O256,baseline,4,55,1370.45,2657.139,256
lfm25,C128_O256,baseline,4,108,1299.863,2589.44,256
